,co_ope,dt_base,vlr_base,dt_nasc,sexo,renda,renda_liq,dt_relac,co_cart,co_prof,cep
509,58,44773,1846.9,28568.0,0,4751.19,3722.0,39778.0,0,64,2938
510,58,44613,1296.62,23768.0,0,3386.78,3386.78,35637.0,0,151,1475
511,14,44650,9980.37,31150.0,0,0.0,0.0,39684.0,0,304,24113
512,17,44843,691.98,32122.0,0,0.0,0.0,40336.0,0,236,7874
513,60,44613,415.83,31433.0,0,1588.0,1588.0,39006.0,0,240,13317
514,58,44613,826.05,31110.0,0,0.0,0.0,37790.0,0,151,8864
515,5,44857,639.85,32140.0,0,1529.0,1529.0,39979.0,0,240,12986
516,5,44857,3012.28,32140.0,0,1529.0,1529.0,39979.0,0,240,12986
517,58,44613,3869.76,32140.0,0,1529.0,1529.0,39979.0,0,240,12986
518,17,44857,1363.29,32140.0,0,1529.0,1529.0,39979.0,0,240,12986
519,21,44857,946.85,13626.0,0,8669.39,8650.38,34869.0,0,277,13612
520,5,44857,6505.51,13626.0,0,8669.39,8650.38,34869.0,0,277,13612
521,58,44613,6563.53,13626.0,0,8669.39,8650.38,34869.0,0,277,13612
522,17,44857,10600.66,13626.0,0,8669.39,8650.38,34869.0,0,277,13612
523,6,44857,237.95,28174.0,0,12789.67,8603.53,44116.0,0,132,3508
524,6,44857,1833.74,24287.0,0,1124.76,688.94,37919.0,0,195,3974
525,60,44613,256.55,24287.0,0,1124.76,688.94,37919.0,0,195,3974
526,58,44613,1488.68,24287.0,0,1124.76,688.94,37919.0,0,195,3974
527,9,44857,2181.83,28502.0,0,0.0,0.0,35298.0,0,333,3546
528,60,44613,1961.95,28502.0,0,0.0,0.0,35298.0,0,333,3546
529,60,44613,911.16,27764.0,0,0.0,0.0,39117.0,0,394,5490
530,14,44857,14168.39,28633.0,0,0.0,0.0,36575.0,0,136,12824
531,17,44857,4889.62,28633.0,0,0.0,0.0,36575.0,0,136,12824
532,17,44843,159.79,32633.0,0,1868.82,960.06,39412.0,0,151,24114
533,15,44857,31120.76,23087.0,0,0.0,0.0,36555.0,0,277,21772
534,58,44613,1661.78,28735.0,0,0.0,0.0,37874.0,0,151,5767
535,58,44613,3165.82,33256.0,0,2500.0,2500.0,40651.0,0,149,24573
536,16,44857,8588.62,27197.0,0,0.0,0.0,39294.0,0,264,5201
537,17,44843,1170.56,33316.0,0,0.0,0.0,41895.0,0,315,10031
538,21,44857,2661.42,33316.0,0,0.0,0.0,41895.0,0,315,10031
539,20,44843,538.78,31505.0,0,0.0,0.0,37816.0,0,199,5899
540,16,44857,11015.32,32420.0,0,10000.0,10000.0,41346.0,0,163,11909
541,6,44857,8368.86,33671.0,0,1469.1,1282.0,42380.0,0,191,22296
542,17,44853,1298.18,33935.0,0,0.0,0.0,39378.0,0,155,22263
543,60,44613,1948.08,31237.0,0,1590.87,1590.87,38598.0,0,132,6649
544,5,44857,670.72,31272.0,0,1750.0,1750.0,40042.0,0,126,3540
545,5,44857,2360.4,31272.0,0,1750.0,1750.0,40042.0,0,126,3540
546,17,44857,2501.06,31272.0,0,1750.0,1750.0,40042.0,0,126,3540
547,56,44613,632.04,27582.0,0,2100.0,2100.0,41114.0,0,126,3090
548,58,44613,274.43,26540.0,0,0.0,0.0,36610.0,0,156,7990
549,58,44613,628.81,26540.0,0,0.0,0.0,36610.0,0,156,7990
550,21,44857,715.99,26540.0,0,0.0,0.0,36610.0,0,156,7990
551,17,44843,581.44,26540.0,0,0.0,0.0,36610.0,0,156,7990
552,58,44613,1631.45,33849.0,0,2500.0,2170.17,41311.0,0,199,12860
553,56,44613,1617.11,32373.0,0,5400.0,5400.0,40778.0,0,182,22457
554,17,44843,1714.96,32373.0,0,5400.0,5400.0,40778.0,0,182,22457
555,3,44857,2225.35,28516.0,0,0.0,0.0,41015.0,0,277,12747
556,60,44613,6989.15,24335.0,0,7644.15,5143.32,40140.0,0,132,1829
557,17,44843,556.24,32754.0,0,0.0,0.0,41594.0,0,151,13307
558,58,44699,1515.08,32754.0,0,0.0,0.0,41594.0,0,151,13307
559,60,44613,1111.68,27140.0,0,2522.0,2227.67,37643.0,0,151,4589
560,56,44613,847.91,27140.0,0,2522.0,2227.67,37643.0,0,151,4589
561,14,44857,1226.14,32951.0,0,170.0,170.0,40744.0,0,151,24248
562,58,44699,2562.23,31483.0,0,3500.0,3500.0,41813.0,0,359,8091
563,17,44857,2242.92,31114.0,0,5028.11,4845.59,39200.0,0,132,8131
564,58,44613,1388.06,32587.0,0,0.0,0.0,39215.0,0,240,24588
565,17,44857,1405.03,32587.0,0,0.0,0.0,39215.0,0,240,24588
566,16,44857,1363.98,32270.0,0,0.0,0.0,32657.0,0,136,13009
567,56,44894,1020.39,35005.0,0,0.0,0.0,43995.0,0,315,17659
568,21,44857,1251.79,33202.0,0,0.0,0.0,41742.0,0,156,24694
569,17,44857,2113.39,33202.0,0,0.0,0.0,41742.0,0,156,24694
570,56,44613,2161.91,33202.0,0,0.0,0.0,41742.0,0,156,24694
571,21,44857,597.31,31579.0,0,0.0,0.0,42009.0,0,132,6964
572,5,44857,6681.97,31579.0,0,0.0,0.0,42009.0,0,132,6964
573,5,44857,673.0,31579.0,0,0.0,0.0,42009.0,0,132,6964
574,58,44613,1831.77,31579.0,0,0.0,0.0,42009.0,0,132,6964
575,17,44857,1294.98,31579.0,0,0.0,0.0,42009.0,0,132,6964
576,14,44857,16731.96,33320.0,0,1800.0,1800.0,41468.0,0,234,22685
577,60,44613,1518.41,24047.0,0,2683.1,2539.05,38495.0,0,374,26706
578,6,44857,422.8,22667.0,0,0.0,0.0,41442.0,0,277,14083
579,6,44857,6783.95,22667.0,0,0.0,0.0,41442.0,0,277,14083
580,16,44857,2005.75,32131.0,0,2179.08,1442.51,41832.0,0,73,13301
581,56,44613,1300.25,18348.0,0,0.0,0.0,42891.0,0,277,4251
582,58,44613,3441.52,32493.0,0,2188.23,1976.03,39503.0,0,64,13253
583,16,44857,1138.33,35161.0,0,1527.0,1527.0,41846.0,0,267,23399
584,17,44857,567.42,9731.0,0,1496.33,1315.35,33702.0,0,277,25728
585,56,44613,1183.08,24311.0,0,0.0,0.0,41945.0,0,277,16788
586,58,44699,35.66,27405.0,0,400.0,400.0,38542.0,0,278,3137
587,58,44613,664.25,28236.0,0,2988.0,2988.0,40968.0,0,151,5798
588,17,44914,2722.73,18529.0,0,13791.2,4407.74,41860.0,0,129,595
589,58,44856,870.54,27347.0,0,0.0,0.0,41651.0,0,163,3126
590,60,44613,42.67,31521.0,0,0.0,0.0,39651.0,0,370,13989
591,60,44856,1334.05,31353.0,0,0.0,0.0,39097.0,0,199,3432
592,60,44613,59.67,25239.0,0,2327.55,2275.6,34610.0,0,278,4458
593,6,44857,7454.28,11416.0,0,2071.74,2030.98,37153.0,0,408,2952
594,17,44857,3427.0,15867.0,0,0.0,0.0,39320.0,0,269,3911
595,60,44803,4794.85,32586.0,0,3694.77,3694.77,41968.0,0,126,12318
596,60,44613,38.66,16425.0,0,4500.0,4500.0,38620.0,0,277,8033
597,58,44613,91.76,16425.0,0,4500.0,4500.0,38620.0,0,277,8033
598,56,44613,874.52,33124.0,0,0.0,0.0,42028.0,0,151,24985
599,17,44857,639.71,33124.0,0,0.0,0.0,42028.0,0,151,24985
600,6,44857,13491.05,32131.0,0,3632.2,3632.2,38245.0,0,47,8329
601,6,44857,599.03,32131.0,0,3632.2,3632.2,38245.0,0,47,8329
602,6,44857,410.53,32131.0,0,3632.2,3632.2,38245.0,0,47,8329
603,6,44857,16096.42,32131.0,0,3632.2,3632.2,38245.0,0,47,8329
604,17,44843,2588.22,32131.0,0,3632.2,3632.2,38245.0,0,47,8329
605,58,44613,1186.26,21629.0,0,1950.0,1906.0,40692.0,0,100,1523
606,16,44857,8273.75,21629.0,0,1950.0,1906.0,40692.0,0,100,1523
607,60,44613,1215.26,34336.0,0,0.0,0.0,40940.0,0,220,6214
608,56,44634,1627.34,33039.0,0,3118.84,3118.84,39333.0,0,136,22682
609,17,44857,1917.26,33218.0,0,0.0,0.0,39615.0,0,360,8160
610,58,44613,512.26,27555.0,0,0.0,0.0,39600.0,0,185,3151
611,6,44857,3732.16,15237.0,0,0.0,0.0,39208.0,0,277,3258
612,58,44613,196.08,17399.0,0,2139.97,2139.97,40156.0,0,277,18807
613,6,44857,9253.14,27727.0,0,4000.0,4000.0,41294.0,0,199,5047
614,60,44613,4675.27,19400.0,0,0.0,0.0,35553.0,0,317,20963
615,16,44857,20955.71,19400.0,0,0.0,0.0,35553.0,0,317,20963
616,16,44857,2003.64,19400.0,0,0.0,0.0,35553.0,0,317,20963
617,6,44857,1041.06,33050.0,0,0.0,0.0,41673.0,0,247,25032
618,17,44914,623.48,33416.0,0,0.0,0.0,42563.0,0,315,14351
619,15,44857,447.12,31414.0,0,3556.0,3556.0,38017.0,0,182,7835
620,6,44650,4026.85,28336.0,0,7593.73,3727.1,37549.0,0,132,3249
621,6,44650,5253.03,28336.0,0,7593.73,3727.1,37549.0,0,132,3249
622,56,44634,911.4,36651.0,0,1045.0,961.0,41681.0,0,241,10681
623,58,44613,4407.61,19257.0,0,0.0,0.0,37311.0,0,277,20704
624,17,44853,569.96,28721.0,0,2139.05,869.03,38171.0,0,199,7013
625,6,44857,1572.94,18152.0,0,2249.95,2249.95,37415.0,0,277,25949
626,6,44857,3202.67,14304.0,0,0.0,0.0,38454.0,0,277,5274
627,17,44857,1229.56,32541.0,0,0.0,0.0,40008.0,0,233,22212
628,16,44610,897.4,32247.0,0,0.0,0.0,39236.0,0,220,12334
629,1,44914,3889.96,28802.0,0,1798.01,1798.01,44044.0,0,359,4447
630,58,44613,1193.41,32185.0,0,0.0,0.0,38770.0,0,155,13295
631,56,44613,1070.53,32185.0,0,0.0,0.0,38770.0,0,155,13295
632,17,44857,1852.99,32185.0,0,0.0,0.0,38770.0,0,155,13295
633,17,44857,1257.43,33440.0,0,2.0,2.0,42126.0,0,241,24779
634,58,44613,705.06,36413.0,0,0.0,0.0,42098.0,0,318,9008
635,16,44857,29903.81,24172.0,0,8158.41,6535.83,38552.0,0,125,805
636,21,44857,1107.73,24040.0,0,3869.75,2565.57,35935.0,0,132,1973
637,5,44857,12090.51,24040.0,0,3869.75,2565.57,35935.0,0,132,1973
638,5,44857,4897.42,24040.0,0,3869.75,2565.57,35935.0,0,132,1973
639,56,44613,1136.16,32875.0,0,2673.45,1591.73,42240.0,0,241,21955
640,60,44613,1344.01,32875.0,0,2673.45,1591.73,42240.0,0,241,21955
641,56,44613,1011.17,24088.0,0,0.0,0.0,43373.0,0,156,2069
642,6,44857,25301.96,33870.0,0,3361.09,2550.0,41744.0,0,244,25107
643,6,44857,7935.56,33870.0,0,3361.09,2550.0,41744.0,0,244,25107
644,17,44857,872.22,28059.0,0,0.0,0.0,41990.0,0,315,5278
645,10,44857,27869.28,27737.0,0,0.0,0.0,38109.0,0,304,3460
646,16,44857,11510.35,31857.0,0,4091.0,4091.0,38417.0,0,241,5865
647,60,44613,2292.63,31857.0,0,4091.0,4091.0,38417.0,0,241,5865
648,60,44613,2310.08,27905.0,0,4235.06,2271.86,40968.0,0,131,7459
649,17,44843,4321.91,23640.0,0,3671.13,3328.28,38941.0,0,277,1252
650,56,44613,1268.38,35218.0,0,0.0,0.0,43359.0,0,442,15832
651,60,44613,2274.43,23607.0,0,0.0,0.0,38041.0,0,131,8351
652,17,44843,2726.13,23607.0,0,0.0,0.0,38041.0,0,131,8351
653,56,44613,1335.26,33394.0,0,0.0,0.0,41451.0,0,240,25015
654,58,44613,10619.67,31833.0,0,0.0,0.0,41750.0,0,191,6425
655,17,44857,2161.59,31833.0,0,0.0,0.0,41750.0,0,191,6425
656,58,44613,1546.03,34172.0,0,0.0,0.0,41447.0,0,163,14393
657,60,44613,38.1,34172.0,0,0.0,0.0,41447.0,0,163,14393
658,56,44613,1415.98,36718.0,0,0.0,0.0,43611.0,0,315,11563
659,21,44857,2168.33,22629.0,0,1017.0,1017.0,37094.0,0,131,1193
660,7,44857,1122.06,31126.0,0,0.0,0.0,38637.0,0,325,7252
661,21,44857,3951.45,27871.0,0,0.0,0.0,41122.0,0,156,5436
662,17,44857,2177.51,27871.0,0,0.0,0.0,41122.0,0,156,5436
663,17,44857,415.86,33884.0,0,0.0,0.0,40772.0,0,195,24813
664,58,44613,1171.89,31962.0,0,5330.0,4521.22,39337.0,0,136,13303
665,17,44610,2884.33,31962.0,0,5330.0,4521.22,39337.0,0,136,13303
666,14,44857,6780.11,31962.0,0,5330.0,4521.22,39337.0,0,136,13303
667,16,44857,6440.87,27663.0,0,2800.0,2800.0,37388.0,0,69,4175
668,60,44699,2343.46,27663.0,0,2800.0,2800.0,37388.0,0,69,4175
669,6,44857,30474.39,10835.0,0,7663.0,7663.0,30818.0,0,275,2994
670,56,44613,1987.98,27642.0,0,0.0,0.0,40251.0,0,315,4482
671,6,44857,1556.99,13704.0,0,788.0,584.7,35050.0,0,278,1158
672,58,44613,2315.59,24235.0,0,0.0,0.0,36680.0,0,195,1155
673,58,44856,1741.01,32513.0,0,0.0,0.0,43985.0,0,241,22840
674,60,44613,331.17,32498.0,0,0.0,0.0,39232.0,0,151,14400
675,56,44613,382.24,23712.0,0,1751.19,1751.19,37878.0,0,242,15262
676,6,44857,4908.47,23712.0,0,1751.19,1751.19,37878.0,0,242,15262
677,21,44857,1442.67,17866.0,0,3232.59,2465.98,38013.0,0,131,16573
678,21,44857,1175.79,17866.0,0,3232.59,2465.98,38013.0,0,131,16573
679,16,44610,209.33,31647.0,0,927.16,927.16,39151.0,0,132,8286
680,56,44613,1737.45,36008.0,0,0.0,0.0,43264.0,0,348,15479
681,60,44613,1559.96,23741.0,0,0.0,0.0,41377.0,0,246,1473
682,21,44857,3573.35,21815.0,0,756.98,756.98,36359.0,0,277,1476
683,58,44613,2028.06,29077.0,0,1134.65,1049.04,40720.0,0,151,7764
684,56,44613,1172.61,29077.0,0,1134.65,1049.04,40720.0,0,151,7764
685,6,44857,1111.3,11970.0,0,813.09,584.0,34673.0,0,277,1473
686,6,44857,545.64,11970.0,0,813.09,584.0,34673.0,0,277,1473
687,6,44857,1044.89,11970.0,0,813.09,584.0,34673.0,0,277,1473
688,6,44857,484.78,11970.0,0,813.09,584.0,34673.0,0,277,1473
689,6,44857,377.8,11970.0,0,813.09,584.0,34673.0,0,277,1473
690,60,44613,1238.83,33638.0,0,0.0,0.0,39721.0,0,267,24608
691,17,44857,2733.43,33638.0,0,0.0,0.0,39721.0,0,267,24608
692,58,44613,16699.53,17590.0,0,0.0,0.0,31006.0,0,220,17815
693,21,44857,1670.19,35308.0,0,2000.0,2000.0,41931.0,0,241,25136
694,17,44857,1371.25,35308.0,0,2000.0,2000.0,41931.0,0,241,25136
695,17,44857,1342.86,32586.0,0,1700.0,1500.0,39924.0,0,64,13914
696,58,44613,998.53,31975.0,0,0.0,0.0,38712.0,0,429,12156
697,16,44857,4424.88,27952.0,0,1610.0,1610.0,41394.0,0,136,5323
698,60,44919,1609.96,32770.0,0,0.0,0.0,39855.0,0,244,25210
699,56,44919,3045.89,28098.0,0,2334.33,2334.33,41164.0,0,149,4940
700,5,44857,8977.42,28098.0,0,2334.33,2334.33,41164.0,0,149,4940
701,6,44857,3777.63,19871.0,0,1703.88,1156.31,37059.0,0,131,15783
702,56,44613,1616.27,36274.0,0,4000.0,4000.0,43438.0,0,163,20808
703,14,44857,6110.84,30016.0,0,2400.0,2400.0,41721.0,0,359,27506
704,56,44613,827.25,20791.0,0,0.0,0.0,40672.0,0,278,4535
705,56,44699,388.65,36956.0,0,1350.0,708.3,43449.0,0,151,15576
706,58,44613,5864.39,28280.0,0,0.0,0.0,37795.0,0,242,4699
707,6,44857,5313.35,27977.0,0,0.0,0.0,37811.0,0,318,3137
708,60,44613,4390.44,25445.0,0,1520.93,1042.43,38495.0,0,132,5047
709,58,44853,1293.26,34513.0,0,1800.0,1800.0,41283.0,0,132,22833
710,56,44856,4851.76,34513.0,0,1800.0,1800.0,41283.0,0,132,22833
711,17,44838,1906.95,34513.0,0,1800.0,1800.0,41283.0,0,132,22833
712,60,44613,1598.93,27453.0,0,1700.0,1700.0,40743.0,0,151,4503
713,17,44857,1220.79,28099.0,0,7000.0,7000.0,43085.0,0,198,4472
714,58,44613,4885.56,28099.0,0,7000.0,7000.0,43085.0,0,198,4472
715,60,44613,5260.21,28099.0,0,7000.0,7000.0,43085.0,0,198,4472
716,14,44857,8983.99,28888.0,0,4924.41,3302.11,37335.0,0,152,3964
717,6,44857,3028.96,35472.0,0,957.0,445.44,42077.0,0,218,9930
718,17,44610,1173.35,35730.0,0,5000.0,5000.0,42480.0,0,73,15349
719,58,44613,9049.75,23706.0,0,14735.06,8742.68,38375.0,0,131,2727
720,21,44857,30609.93,23706.0,0,14735.06,8742.68,38375.0,0,131,2727
721,5,44857,17963.93,23706.0,0,14735.06,8742.68,38375.0,0,131,2727
722,5,44857,6026.19,23706.0,0,14735.06,8742.68,38375.0,0,131,2727
723,17,44843,7174.01,23706.0,0,14735.06,8742.68,38375.0,0,131,2727
724,58,44613,186.36,23308.0,0,0.0,0.0,41947.0,0,278,379
725,60,44613,297.61,23308.0,0,0.0,0.0,41947.0,0,278,379
726,17,44857,544.16,33249.0,0,1080.84,601.0,39413.0,0,380,22833
727,56,44613,4491.86,17003.0,0,14574.18,6798.08,33538.0,0,277,22013
728,58,44613,5361.79,17003.0,0,14574.18,6798.08,33538.0,0,277,22013
729,60,44613,8579.03,17003.0,0,14574.18,6798.08,33538.0,0,277,22013
730,16,44857,65690.79,17003.0,0,14574.18,6798.08,33538.0,0,277,22013
731,16,44857,8871.87,17003.0,0,14574.18,6798.08,33538.0,0,277,22013
732,14,44857,4533.63,31909.0,0,0.0,0.0,41731.0,0,238,6982
733,58,44613,42.15,33475.0,0,0.0,0.0,40253.0,0,313,22842
734,5,44857,12614.37,32895.0,0,5000.0,5000.0,40762.0,0,240,24597
735,1,44853,4275.15,32895.0,0,5000.0,5000.0,40762.0,0,240,24597
736,60,44613,8231.01,32895.0,0,5000.0,5000.0,40762.0,0,240,24597
737,60,44919,11242.87,25789.0,0,0.0,0.0,40197.0,0,163,18602
738,21,44888,26268.23,25789.0,0,0.0,0.0,40197.0,0,163,18602
739,16,44857,3480.16,27511.0,0,0.0,0.0,41440.0,0,377,4024
740,58,44613,4269.51,31978.0,0,0.0,0.0,41707.0,0,47,13374
741,17,44857,605.99,35925.0,0,0.0,0.0,43912.0,0,148,11438
742,21,44857,3264.57,35925.0,0,0.0,0.0,43912.0,0,148,11438
743,5,44857,6326.34,35925.0,0,0.0,0.0,43912.0,0,148,11438
744,58,44613,2614.49,32549.0,0,0.0,0.0,39091.0,0,282,13266
745,16,44857,41451.83,24020.0,0,0.0,0.0,40278.0,0,429,10486
746,17,44650,2576.71,32288.0,0,0.0,0.0,41980.0,0,240,12566
747,56,44613,2441.37,32288.0,0,0.0,0.0,41980.0,0,240,12566
748,20,44843,182.1,28408.0,0,0.0,0.0,40274.0,0,476,12640
749,58,44613,2514.22,28686.0,0,2000.0,2000.0,37317.0,0,136,4159
750,21,44857,1156.69,32356.0,0,904.29,839.6,39908.0,0,240,12922
751,14,44857,3433.47,34482.0,0,0.0,0.0,39106.0,0,126,25053
752,58,44613,336.9,34482.0,0,0.0,0.0,39106.0,0,126,25053
753,21,44857,241.71,23644.0,0,0.0,0.0,37468.0,0,304,17341
754,56,44613,1092.68,28467.0,0,0.0,0.0,38882.0,0,303,5433
755,6,44857,2447.83,20527.0,0,4103.29,3458.94,39512.0,0,132,11566
756,17,44843,1776.25,20527.0,0,4103.29,3458.94,39512.0,0,132,11566
757,58,44613,1658.65,28372.0,0,0.0,0.0,39993.0,0,233,5049
758,17,44843,2359.78,28372.0,0,0.0,0.0,39993.0,0,233,5049
759,58,44613,1306.39,24322.0,0,0.0,0.0,37102.0,0,304,17509
760,17,44843,1422.55,20729.0,0,892.08,892.08,37584.0,0,278,13860
761,6,44857,7269.94,32116.0,0,0.0,0.0,39424.0,0,233,12863
762,58,44613,1035.12,28539.0,0,1965.3,1188.34,38103.0,0,132,6972
763,20,44888,217.59,28662.0,0,0.0,0.0,40804.0,0,476,8670
764,17,44857,2363.03,34467.0,0,1000.0,1000.0,42232.0,0,163,24227
765,58,44613,2397.78,34467.0,0,1000.0,1000.0,42232.0,0,163,24227
766,58,44613,5594.32,33001.0,0,0.0,0.0,41073.0,0,266,13396
767,14,44857,14314.89,33001.0,0,0.0,0.0,41073.0,0,266,13396
768,56,44919,2387.8,28650.0,0,0.0,0.0,39952.0,0,367,3120
769,60,44613,5110.11,32573.0,0,0.0,0.0,40694.0,0,205,22585
770,58,44613,3690.26,24506.0,0,3327.22,2329.07,37489.0,0,277,15701
771,21,44857,4330.04,32099.0,0,937.0,937.0,42193.0,0,313,13386
772,58,44613,1130.07,14927.0,0,1637.93,1637.93,37368.0,0,277,1111
773,58,44613,873.67,28242.0,0,0.0,0.0,41818.0,0,249,4946
774,14,44857,25116.83,28242.0,0,0.0,0.0,41818.0,0,249,4946
775,60,44613,1288.5,28242.0,0,0.0,0.0,41818.0,0,249,4946
776,5,44857,4509.83,31196.0,0,1071.0,1071.0,40236.0,0,132,8331
777,56,44613,1384.77,31196.0,0,1071.0,1071.0,40236.0,0,132,8331
778,17,44622,454.86,31196.0,0,1071.0,1071.0,40236.0,0,132,8331
779,17,44857,1218.16,33496.0,0,0.0,0.0,42127.0,0,151,24136
780,58,44613,407.04,29409.0,0,605.0,605.0,38091.0,0,41,8367
781,58,44613,703.38,31062.0,0,2416.75,2416.75,38425.0,0,163,8360
782,56,44613,711.44,32306.0,0,0.0,0.0,40709.0,0,76,22833
783,21,44857,1065.75,32306.0,0,0.0,0.0,40709.0,0,76,22833
784,17,44857,1288.05,32306.0,0,0.0,0.0,40709.0,0,76,22833
785,58,44773,1345.52,17449.0,0,0.0,0.0,33610.0,0,304,14912
786,17,44857,1496.49,24505.0,0,0.0,0.0,40691.0,0,240,16966
787,58,44773,152.83,34219.0,0,0.0,0.0,41099.0,0,241,24667
788,58,44613,1044.35,28231.0,0,0.0,0.0,40428.0,0,198,3468
789,16,44857,719.07,28087.0,0,1000.0,1000.0,38319.0,0,304,5425
790,56,44699,2271.71,23835.0,0,2903.76,2256.62,37859.0,0,126,15744
791,17,44857,556.01,23835.0,0,2903.76,2256.62,37859.0,0,126,15744
792,21,44857,11966.9,23835.0,0,2903.76,2256.62,37859.0,0,126,15744
793,5,44857,5801.51,23835.0,0,2903.76,2256.62,37859.0,0,126,15744
794,58,44613,6609.71,20702.0,0,21812.8,13060.77,41224.0,0,131,1749
795,60,44613,1939.42,24624.0,0,2074.89,1835.51,39665.0,0,132,15165
796,21,44857,969.66,24624.0,0,2074.89,1835.51,39665.0,0,132,15165
797,8,44857,1466.41,28584.0,0,0.0,0.0,40755.0,0,47,3963
798,8,44857,1563.87,28584.0,0,0.0,0.0,40755.0,0,47,3963
799,16,44857,792.51,32541.0,0,4900.0,4900.0,39082.0,0,156,13855
800,60,44613,1264.6,32541.0,0,4900.0,4900.0,39082.0,0,156,13855
801,17,44857,1410.6,32541.0,0,4900.0,4900.0,39082.0,0,156,13855
802,60,44613,1482.67,11278.0,0,6381.39,6320.28,37839.0,0,277,18078
803,20,44843,1059.99,31778.0,0,0.0,0.0,38362.0,0,282,7629
804,17,44843,1848.5,32177.0,0,0.0,0.0,41367.0,0,132,22922
805,6,44857,21365.81,32177.0,0,0.0,0.0,41367.0,0,132,22922
806,58,44613,317.75,23748.0,0,2753.73,2753.73,37500.0,0,277,12457
807,6,44857,772.28,23748.0,0,2753.73,2753.73,37500.0,0,277,12457
808,56,44613,5627.45,29043.0,0,0.0,0.0,43024.0,0,158,3182
809,58,44613,7279.61,29043.0,0,0.0,0.0,43024.0,0,158,3182
810,17,44843,3551.81,29043.0,0,0.0,0.0,43024.0,0,158,3182
811,60,44613,5230.19,29043.0,0,0.0,0.0,43024.0,0,158,3182
812,61,44613,4034.16,29043.0,0,0.0,0.0,43024.0,0,158,3182
813,58,44856,1638.31,23163.0,0,3500.0,3500.0,36421.0,0,233,15623
814,17,44843,567.13,31862.0,0,1100.0,1100.0,39907.0,0,132,12673
815,16,44857,905.99,30709.0,0,0.0,0.0,40037.0,0,362,22475
