,co_ope,dt_base,vlr_base,dt_nasc,sexo,renda,renda_liq,dt_relac,co_cart,co_prof,cep
157,21,44857,510.32,28544.0,0,0.0,0.0,37047.0,0,53,2985
158,6,44857,8352.25,23926.0,0,0.0,0.0,37790.0,0,132,1689
159,17,44857,854.34,15494.0,0,0.0,0.0,36648.0,0,304,21645
160,21,44857,2921.95,31761.0,0,3056.0,3056.0,38004.0,0,132,7874
161,6,44857,4808.36,33679.0,0,1700.0,1700.0,41834.0,0,247,22763
162,56,44613,1091.95,34286.0,0,0.0,0.0,41049.0,0,34,22585
163,56,44699,246.3,30418.0,0,2350.0,2350.0,38852.0,0,132,7136
164,21,44888,3383.52,30418.0,0,2350.0,2350.0,38852.0,0,132,7136
165,58,44613,4712.19,28607.0,0,0.0,0.0,39112.0,0,163,5393
166,60,44613,1057.73,28111.0,0,1946.25,1247.6,37877.0,0,198,3952
167,16,44857,1263.2,28111.0,0,1946.25,1247.6,37877.0,0,198,3952
168,14,44857,12887.2,28517.0,0,1430.0,1430.0,39412.0,0,151,5191
169,16,44857,5666.87,30108.0,0,1212.0,1212.0,38430.0,0,226,8055
170,56,44803,1180.81,32215.0,0,1035.32,1035.32,41176.0,0,132,12669
171,6,44857,3211.84,24742.0,0,0.0,0.0,39964.0,0,277,4030
172,17,44857,1951.45,20273.0,0,0.0,0.0,38599.0,0,84,1438
173,58,44613,3306.94,20273.0,0,0.0,0.0,38599.0,0,84,1438
174,60,44613,2565.66,18907.0,0,0.0,0.0,40594.0,0,315,1351
175,58,44613,870.2,18907.0,0,0.0,0.0,40594.0,0,315,1351
176,6,44857,17216.6,28407.0,0,4000.0,4000.0,38475.0,0,41,4861
177,58,44613,298.65,28407.0,0,4000.0,4000.0,38475.0,0,41,4861
178,21,44857,848.62,32936.0,0,0.0,0.0,40211.0,0,374,22682
179,8,44857,1391.98,32936.0,0,0.0,0.0,40211.0,0,374,22682
180,8,44857,3739.26,32936.0,0,0.0,0.0,40211.0,0,374,22682
181,60,44613,681.4,32936.0,0,0.0,0.0,40211.0,0,374,22682
182,58,44613,2905.5,31947.0,0,0.0,0.0,41153.0,0,136,8158
183,17,44857,2784.75,35388.0,0,0.0,0.0,42471.0,0,282,21311
184,58,44613,2708.7,35388.0,0,0.0,0.0,42471.0,0,282,21311
185,21,44857,4346.23,35388.0,0,0.0,0.0,42471.0,0,282,21311
186,58,44613,34.32,31805.0,0,5260.07,3619.06,38691.0,0,318,8281
187,8,44857,244.33,32802.0,0,0.0,0.0,40391.0,0,221,14277
188,16,44857,1940.74,25492.0,0,0.0,0.0,39697.0,0,209,4039
189,58,44613,2397.37,25492.0,0,0.0,0.0,39697.0,0,209,4039
190,56,44613,881.55,21974.0,0,0.0,0.0,38829.0,0,315,3120
191,17,44857,1541.63,21974.0,0,0.0,0.0,38829.0,0,315,3120
192,8,44857,2941.36,21974.0,0,0.0,0.0,38829.0,0,315,3120
193,5,44857,365.84,32973.0,0,0.0,0.0,39838.0,0,240,12494
194,5,44857,244.02,32973.0,0,0.0,0.0,39838.0,0,240,12494
195,5,44857,350.04,32973.0,0,0.0,0.0,39838.0,0,240,12494
196,17,44857,1987.92,32973.0,0,0.0,0.0,39838.0,0,240,12494
197,17,44857,607.44,13286.0,0,0.0,0.0,32442.0,0,304,25947
198,60,44853,29866.01,32963.0,0,32000.0,23582.81,41281.0,0,47,25200
199,56,44613,926.98,29064.0,0,1500.0,1380.0,43606.0,0,36,5793
200,17,44809,1008.35,29064.0,0,1500.0,1380.0,43606.0,0,36,5793
201,14,44857,4565.68,30873.0,0,744.28,690.04,41472.0,0,233,12795
202,17,44857,651.67,30873.0,0,744.28,690.04,41472.0,0,233,12795
203,16,44809,1709.46,26572.0,0,4000.0,3875.75,35070.0,0,278,15262
204,60,44613,643.63,32744.0,0,0.0,0.0,41730.0,0,343,13088
205,60,44613,2597.02,28172.0,0,0.0,0.0,40316.0,0,233,3957
206,17,44857,1447.56,28172.0,0,0.0,0.0,40316.0,0,233,3957
207,17,44843,1160.9,31171.0,0,0.0,0.0,38528.0,0,156,8351
208,60,44716,7392.51,25176.0,0,9819.48,5193.01,35676.0,0,46,474
209,17,44733,3909.99,25176.0,0,9819.48,5193.01,35676.0,0,46,474
210,21,44857,6391.98,25176.0,0,9819.48,5193.01,35676.0,0,46,474
211,6,44857,2220.5,32323.0,0,0.0,0.0,41351.0,0,243,8874
212,6,44857,2567.69,32063.0,0,0.0,0.0,43030.0,0,427,14376
213,58,44613,1466.41,30017.0,0,0.0,0.0,38948.0,0,185,13296
214,56,44613,796.95,30017.0,0,0.0,0.0,38948.0,0,185,13296
215,60,44613,4834.05,32164.0,0,0.0,0.0,41884.0,0,56,6180
216,17,44857,745.65,35685.0,0,1810.0,1648.9,43109.0,0,163,15975
217,56,44613,1348.26,35685.0,0,1810.0,1648.9,43109.0,0,163,15975
218,21,44914,176.36,32217.0,0,1786.72,1690.85,40714.0,0,132,24584
219,58,44613,4589.97,30907.0,0,0.0,0.0,41750.0,0,199,6717
220,17,44857,2522.37,30907.0,0,0.0,0.0,41750.0,0,199,6717
221,17,44857,13002.74,20263.0,0,6209.6,6209.6,40016.0,0,152,12302
222,17,44857,5126.37,20263.0,0,6209.6,6209.6,40016.0,0,152,12302
223,6,44913,79737.78,20263.0,0,6209.6,6209.6,40016.0,0,152,12302
224,6,44913,67527.36,20263.0,0,6209.6,6209.6,40016.0,0,152,12302
225,56,44735,10207.02,20263.0,0,6209.6,6209.6,40016.0,0,152,12302
226,60,44735,13715.3,20263.0,0,6209.6,6209.6,40016.0,0,152,12302
227,21,44857,35470.53,20263.0,0,6209.6,6209.6,40016.0,0,152,12302
228,6,44913,80055.53,20263.0,0,6209.6,6209.6,40016.0,0,152,12302
229,5,44857,4189.84,20263.0,0,6209.6,6209.6,40016.0,0,152,12302
230,5,44857,39890.54,20263.0,0,6209.6,6209.6,40016.0,0,152,12302
231,5,44857,1665.17,6425.0,0,7222.63,7222.63,34890.0,0,277,9117
232,5,44857,922.46,6425.0,0,7222.63,7222.63,34890.0,0,277,9117
233,17,44857,6388.76,6425.0,0,7222.63,7222.63,34890.0,0,277,9117
234,6,44901,1328.1,24224.0,0,0.0,0.0,42242.0,0,277,219
235,17,44857,498.67,23098.0,0,2592.03,2540.43,37324.0,0,277,5445
236,56,44735,35.39,24274.0,0,0.0,0.0,41300.0,0,315,216
237,21,44857,1050.74,24274.0,0,0.0,0.0,41300.0,0,315,216
238,21,44857,508.45,24274.0,0,0.0,0.0,41300.0,0,315,216
239,21,44857,1027.67,24274.0,0,0.0,0.0,41300.0,0,315,216
240,21,44857,1454.13,24274.0,0,0.0,0.0,41300.0,0,315,216
241,21,44857,760.74,24274.0,0,0.0,0.0,41300.0,0,315,216
242,21,44857,156.79,24274.0,0,0.0,0.0,41300.0,0,315,216
243,17,44857,1290.69,24274.0,0,0.0,0.0,41300.0,0,315,216
244,58,44613,1389.49,28307.0,0,2300.0,2300.0,36876.0,0,126,4719
245,58,44613,1199.78,28116.0,0,0.0,0.0,39826.0,0,304,4532
246,60,44613,930.79,24525.0,0,4182.71,2959.88,42457.0,0,199,9950
247,56,44613,947.51,24525.0,0,4182.71,2959.88,42457.0,0,199,9950
248,17,44650,590.0,31771.0,0,0.0,0.0,39936.0,0,199,8359
249,56,44613,1266.97,31771.0,0,0.0,0.0,39936.0,0,199,8359
250,56,44613,337.92,21504.0,0,0.0,0.0,38733.0,0,357,16707
251,60,44699,1711.36,28246.0,0,0.0,0.0,41499.0,0,199,3092
252,58,44613,1067.77,28246.0,0,0.0,0.0,41499.0,0,199,3092
253,17,44857,734.19,24325.0,0,795.25,795.25,38887.0,0,278,1375
254,9,44857,1861.85,29350.0,0,0.0,0.0,39554.0,0,315,13158
255,1,44853,1439.93,18180.0,0,4342.0,1548.0,37566.0,0,288,12780
256,17,44843,645.42,33502.0,0,6664.61,6664.61,40266.0,0,73,24983
257,58,44716,1336.7,37037.0,0,0.0,0.0,43934.0,0,318,10661
258,56,44613,448.76,33335.0,0,1684.89,1387.77,40692.0,0,282,13779
259,17,44857,680.53,33335.0,0,1684.89,1387.77,40692.0,0,282,13779
260,60,44613,1527.39,23180.0,0,1433.1,1433.1,42883.0,0,315,178
261,58,44613,438.98,23180.0,0,1433.1,1433.1,42883.0,0,315,178
262,6,44857,4437.23,28313.0,0,4000.01,4000.01,37860.0,0,74,4573
263,60,44613,4081.1,28313.0,0,4000.01,4000.01,37860.0,0,74,4573
264,17,44857,6040.11,28313.0,0,4000.01,4000.01,37860.0,0,74,4573
265,21,44857,581.88,23562.0,0,3234.36,3234.36,39169.0,0,277,21928
266,21,44857,1173.92,23562.0,0,3234.36,3234.36,39169.0,0,277,21928
267,21,44857,1155.01,23562.0,0,3234.36,3234.36,39169.0,0,277,21928
268,21,44857,491.25,23562.0,0,3234.36,3234.36,39169.0,0,277,21928
269,21,44857,586.83,23562.0,0,3234.36,3234.36,39169.0,0,277,21928
270,21,44857,347.88,23562.0,0,3234.36,3234.36,39169.0,0,277,21928
271,21,44857,1052.69,23562.0,0,3234.36,3234.36,39169.0,0,277,21928
272,21,44857,374.08,23562.0,0,3234.36,3234.36,39169.0,0,277,21928
273,21,44857,441.3,23562.0,0,3234.36,3234.36,39169.0,0,277,21928
274,21,44857,371.15,23562.0,0,3234.36,3234.36,39169.0,0,277,21928
275,21,44857,617.06,23562.0,0,3234.36,3234.36,39169.0,0,277,21928
276,21,44857,612.15,23562.0,0,3234.36,3234.36,39169.0,0,277,21928
277,21,44857,627.56,23562.0,0,3234.36,3234.36,39169.0,0,277,21928
278,21,44857,484.22,23562.0,0,3234.36,3234.36,39169.0,0,277,21928
279,21,44857,1126.05,23562.0,0,3234.36,3234.36,39169.0,0,277,21928
280,6,44857,45220.98,8063.0,0,11879.08,8647.47,36494.0,0,278,3429
281,17,44857,2438.71,8063.0,0,11879.08,8647.47,36494.0,0,278,3429
282,17,44857,2488.28,27860.0,0,0.0,0.0,36631.0,0,241,5461
283,58,44613,2212.82,27860.0,0,0.0,0.0,36631.0,0,241,5461
284,14,44857,11139.48,30973.0,0,3000.0,3000.0,41528.0,0,233,6695
285,56,44613,549.27,30973.0,0,3000.0,3000.0,41528.0,0,233,6695
286,17,44853,753.49,36980.0,0,0.0,0.0,43736.0,0,163,19321
287,60,44613,6437.16,27725.0,0,8425.0,6740.0,38896.0,0,98,14151
288,17,44857,2733.75,32205.0,0,0.0,0.0,38956.0,0,429,6717
289,58,44613,1241.41,32205.0,0,0.0,0.0,38956.0,0,429,6717
290,60,44613,1254.9,31963.0,0,0.0,0.0,40747.0,0,264,8755
291,14,44650,19122.06,31963.0,0,0.0,0.0,40747.0,0,264,8755
292,14,44857,4656.4,33585.0,0,2391.45,2391.45,39587.0,0,126,25059
293,60,44853,1852.78,33352.0,0,2649.45,1177.51,41598.0,0,233,22600
294,58,44613,1589.56,31583.0,0,0.0,0.0,39935.0,0,64,13848
295,17,44857,1720.76,31583.0,0,0.0,0.0,39935.0,0,64,13848
296,16,44857,449.0,28963.0,0,0.0,0.0,39110.0,0,304,4219
297,8,44857,549.54,28963.0,0,0.0,0.0,39110.0,0,304,4219
298,6,44857,14828.87,33227.0,0,2218.83,1227.03,39265.0,0,126,12168
299,60,44613,1041.62,32077.0,0,0.0,0.0,39253.0,0,151,11771
300,8,44857,4215.75,31583.0,0,16500.0,2900.0,39245.0,0,204,7267
301,60,44613,3565.63,28566.0,0,0.0,0.0,41227.0,0,267,5747
302,56,44699,1677.62,15854.0,0,0.0,0.0,41686.0,0,277,4808
303,5,44857,806.74,15854.0,0,0.0,0.0,41686.0,0,277,4808
304,21,44857,409.32,15854.0,0,0.0,0.0,41686.0,0,277,4808
305,5,44857,452.68,15854.0,0,0.0,0.0,41686.0,0,277,4808
306,5,44857,647.74,15854.0,0,0.0,0.0,41686.0,0,277,4808
307,17,44857,1799.09,12691.0,0,1106.7,774.81,35555.0,0,277,130
308,58,44613,1182.31,28437.0,0,0.0,0.0,41191.0,0,249,5469
309,8,44857,1771.3,28443.0,0,0.0,0.0,37023.0,0,315,4708
310,8,44857,545.78,28443.0,0,0.0,0.0,37023.0,0,315,4708
311,58,44613,1849.72,28277.0,0,2978.87,1402.69,39903.0,0,220,4617
312,56,44613,1239.54,31935.0,0,0.0,0.0,40209.0,0,315,12764
313,56,44773,1041.64,32160.0,0,0.0,0.0,40329.0,0,163,23663
314,60,44613,518.36,31990.0,0,1874.38,1874.38,40992.0,0,246,7171
315,6,44857,7103.98,23682.0,0,1774.6,1288.58,38101.0,0,278,235
316,6,44857,2454.34,23682.0,0,1774.6,1288.58,38101.0,0,278,235
317,17,44857,689.22,23682.0,0,1774.6,1288.58,38101.0,0,278,235
318,60,44613,449.62,17605.0,0,0.0,0.0,36660.0,0,277,9045
319,16,44857,802.45,32138.0,0,0.0,0.0,41094.0,0,199,7172
320,6,44830,1542.01,33997.0,0,2640.0,2420.15,38726.0,0,132,7299
321,58,44613,672.11,24531.0,0,6531.22,6531.22,38178.0,0,277,1032
322,6,44857,1905.28,8570.0,0,0.0,0.0,39188.0,0,278,4833
323,16,44857,929.38,20344.0,0,1298.42,1298.42,37355.0,0,277,5482
324,56,44613,888.33,31286.0,0,1904.3,1904.3,40055.0,0,240,7440
325,14,44857,10601.5,30798.0,0,0.0,0.0,41457.0,0,185,3806
326,58,44613,1572.57,31641.0,0,0.0,0.0,39270.0,0,282,13826
327,16,44857,3663.15,17914.0,0,0.0,0.0,41666.0,0,277,12777
328,17,44857,587.44,32831.0,0,1600.0,1600.0,42078.0,0,163,14458
329,56,44634,2281.41,33532.0,0,2424.8,1483.88,42385.0,0,218,25010
330,17,44843,2600.64,33532.0,0,2424.8,1483.88,42385.0,0,218,25010
331,14,44857,1796.05,33470.0,0,1056.88,1024.26,40785.0,0,241,23571
332,60,44613,445.63,32113.0,0,3000.0,3000.0,41255.0,0,199,8159
333,58,44613,342.7,27583.0,0,0.0,0.0,38542.0,0,304,3015
334,6,44857,8174.06,24307.0,0,994.82,994.82,38650.0,0,277,4030
335,6,44857,1109.61,24307.0,0,994.82,994.82,38650.0,0,277,4030
336,6,44857,1876.05,24307.0,0,994.82,994.82,38650.0,0,277,4030
337,6,44857,1967.58,24307.0,0,994.82,994.82,38650.0,0,277,4030
338,60,44613,632.33,33089.0,0,1320.0,1320.0,40111.0,0,313,12895
339,8,44857,2608.02,31368.0,0,0.0,0.0,42255.0,0,475,7299
340,6,44857,14292.84,19220.0,0,2360.0,2360.0,37851.0,0,64,8980
341,60,44613,7154.16,24201.0,0,0.0,0.0,41650.0,0,429,5723
342,14,44857,6413.83,24201.0,0,0.0,0.0,41650.0,0,429,5723
343,14,44857,6124.57,24201.0,0,0.0,0.0,41650.0,0,429,5723
344,17,44857,292.09,24201.0,0,0.0,0.0,41650.0,0,429,5723
345,21,44857,4010.81,24201.0,0,0.0,0.0,41650.0,0,429,5723
346,21,44857,3335.79,35193.0,0,0.0,0.0,42179.0,0,156,15556
347,17,44857,911.17,35193.0,0,0.0,0.0,42179.0,0,156,15556
348,17,44857,4725.79,35193.0,0,0.0,0.0,42179.0,0,156,15556
349,58,44613,8990.96,35193.0,0,0.0,0.0,42179.0,0,156,15556
350,56,44613,144.7,31921.0,0,0.0,0.0,39321.0,0,267,18383
351,8,44857,474.47,31364.0,0,0.0,0.0,39411.0,0,181,6737
352,8,44857,1266.67,31364.0,0,0.0,0.0,39411.0,0,181,6737
353,58,44613,1287.19,31364.0,0,0.0,0.0,39411.0,0,181,6737
354,56,44894,1362.87,27919.0,0,3108.02,2720.0,42683.0,0,126,3690
355,58,44613,1810.27,31300.0,0,0.0,0.0,40055.0,0,315,7250
356,56,44613,1281.97,31300.0,0,0.0,0.0,40055.0,0,315,7250
357,17,44857,1959.8,31300.0,0,0.0,0.0,40055.0,0,315,7250
358,56,44613,4493.91,33370.0,0,2230.0,1184.95,42170.0,0,241,23767
359,17,44843,1781.11,33370.0,0,2230.0,1184.95,42170.0,0,241,23767
360,5,44857,5501.73,33370.0,0,2230.0,1184.95,42170.0,0,241,23767
361,21,44857,987.06,33216.0,0,0.0,0.0,42175.0,0,221,24749
362,58,44613,1003.32,32369.0,0,0.0,0.0,41995.0,0,315,12859
363,60,44613,1054.59,24935.0,0,8613.57,8613.57,38279.0,0,132,16815
364,56,44634,1307.14,29336.0,0,0.0,0.0,38563.0,0,278,3170
365,21,44857,1064.68,29336.0,0,0.0,0.0,38563.0,0,278,3170
366,58,44613,4100.03,24879.0,0,0.0,0.0,41048.0,0,103,17495
367,58,44613,988.67,33912.0,0,930.97,767.51,41106.0,0,150,23942
368,16,44857,1321.89,33912.0,0,930.97,767.51,41106.0,0,150,23942
369,58,44613,895.54,33952.0,0,2130.0,2130.0,42085.0,0,151,22237
370,17,44857,1355.7,32681.0,0,1478.76,1478.76,40863.0,0,282,24806
371,58,44613,1427.21,32681.0,0,1478.76,1478.76,40863.0,0,282,24806
372,21,44857,2864.77,32681.0,0,1478.76,1478.76,40863.0,0,282,24806
373,60,44773,2583.96,34192.0,0,2911.1,2911.1,41792.0,0,278,24773
374,7,44857,288.43,30841.0,0,0.0,0.0,39561.0,0,374,6839
375,20,44843,542.36,28176.0,0,0.0,0.0,36232.0,0,304,5323
376,6,44857,4253.44,31773.0,0,1028.82,735.0,41339.0,0,151,8667
377,17,44857,13840.03,33422.0,0,2500.0,2186.43,41335.0,0,77,22629
378,21,44857,6011.91,33422.0,0,2500.0,2186.43,41335.0,0,77,22629
379,6,44857,2752.23,20823.0,0,0.0,0.0,36369.0,0,132,15772
380,6,44857,5953.62,20823.0,0,0.0,0.0,36369.0,0,132,15772
381,6,44857,5929.36,20823.0,0,0.0,0.0,36369.0,0,132,15772
382,6,44857,4350.87,20823.0,0,0.0,0.0,36369.0,0,132,15772
383,17,44857,1493.18,35425.0,0,0.0,0.0,41603.0,0,241,24376
384,60,44613,1207.17,19883.0,0,6124.48,3409.59,41101.0,0,131,9903
385,21,44857,1996.07,32119.0,0,6027.5,6027.5,42270.0,0,266,11530
386,21,44857,6089.28,32119.0,0,6027.5,6027.5,42270.0,0,266,11530
387,58,44613,6022.31,32119.0,0,6027.5,6027.5,42270.0,0,266,11530
388,17,44857,7089.74,32119.0,0,6027.5,6027.5,42270.0,0,266,11530
389,60,44613,4928.54,32119.0,0,6027.5,6027.5,42270.0,0,266,11530
390,58,44613,102.62,28465.0,0,0.0,0.0,39014.0,0,330,4058
391,17,44857,1240.74,14156.0,0,7620.93,3639.33,30410.0,0,131,3097
392,21,44857,8485.75,14156.0,0,7620.93,3639.33,30410.0,0,131,3097
393,5,44857,17889.04,14156.0,0,7620.93,3639.33,30410.0,0,131,3097
394,5,44857,2134.73,14156.0,0,7620.93,3639.33,30410.0,0,131,3097
395,58,44613,943.47,28407.0,0,0.0,0.0,38376.0,0,318,3527
396,14,44857,6637.22,33951.0,0,1541.83,1062.42,41780.0,0,240,22299
397,60,44613,2366.08,33951.0,0,1541.83,1062.42,41780.0,0,240,22299
398,60,44613,133.17,10030.0,0,12831.89,12831.89,35541.0,0,131,13266
399,16,44857,2964.41,29197.0,0,6800.0,6800.0,41821.0,0,131,5029
400,17,44857,667.39,11285.0,0,1664.71,1447.21,38749.0,0,276,22807
401,60,44613,2270.02,27063.0,0,0.0,0.0,43065.0,0,33,17597
402,17,44857,8761.39,28129.0,0,9777.22,6573.47,41517.0,0,136,3958
403,6,44857,7504.75,32334.0,0,1500.0,1500.0,42823.0,0,163,6268
404,6,44857,4444.31,16828.0,0,2194.0,2194.0,38951.0,0,278,12360
405,6,44857,4113.5,16828.0,0,2194.0,2194.0,38951.0,0,278,12360
406,60,44613,2688.82,27077.0,0,6666.66,6666.66,42394.0,0,265,3080
407,17,44857,2645.91,27077.0,0,6666.66,6666.66,42394.0,0,265,3080
408,58,44613,1421.42,31577.0,0,1580.88,1580.88,40162.0,0,132,7267
409,6,44857,6602.32,16218.0,0,0.0,0.0,41052.0,0,132,16803
410,6,44857,1492.21,16218.0,0,0.0,0.0,41052.0,0,132,16803
411,16,44857,20381.27,31996.0,0,0.0,0.0,39308.0,0,126,6022
412,58,44613,754.19,27956.0,0,0.0,0.0,41821.0,0,195,4744
413,17,44857,777.85,27956.0,0,0.0,0.0,41821.0,0,195,4744
414,58,44613,1322.0,31968.0,0,1772.0,1772.0,40589.0,0,304,6825
415,21,44857,411.21,37082.0,0,3350.0,3000.0,43395.0,0,318,18990
416,16,44857,777.87,18843.0,0,2041.7,1424.21,36607.0,0,132,15777
417,60,44613,1076.15,32047.0,0,1400.0,1400.0,40583.0,0,318,6186
418,17,44843,2798.69,35082.0,0,1531.6,1531.6,42536.0,0,151,24138
419,17,44610,747.18,32183.0,0,1923.0,898.36,43204.0,0,149,8357
420,56,44613,1211.14,31626.0,0,0.0,0.0,38199.0,0,150,5849
421,60,44613,2532.59,32175.0,0,0.0,0.0,42339.0,0,156,22283
422,58,44613,253.71,31041.0,0,3383.51,3383.51,39420.0,0,163,5856
423,17,44809,668.73,30656.0,0,0.0,0.0,42101.0,0,148,7636
424,6,44857,9317.39,31429.0,0,0.0,0.0,42151.0,0,238,6425
425,17,44857,4391.98,27635.0,0,0.0,0.0,40020.0,0,185,3468
426,21,44857,3856.94,27635.0,0,0.0,0.0,40020.0,0,185,3468
427,60,44613,905.09,31948.0,0,0.0,0.0,38440.0,0,249,6964
428,21,44857,1189.47,28545.0,0,937.0,937.0,40302.0,0,220,5550
429,60,44613,1106.63,28545.0,0,937.0,937.0,40302.0,0,220,5550
430,17,44857,1186.01,28545.0,0,937.0,937.0,40302.0,0,220,5550
431,6,44857,3974.73,28045.0,0,0.0,0.0,38363.0,0,125,4725
432,17,44914,231.02,14489.0,0,0.0,0.0,37052.0,0,277,13418
433,56,44613,868.04,29089.0,0,947.71,800.59,40894.0,0,191,4481
434,60,44613,252.96,32023.0,0,0.0,0.0,39097.0,0,136,14271
435,58,44613,973.0,36427.0,0,0.0,0.0,41471.0,0,282,11910
436,58,44613,4868.32,31701.0,0,1812.43,1570.56,42073.0,0,182,8205
437,5,44857,7001.73,31701.0,0,1812.43,1570.56,42073.0,0,182,8205
438,17,44857,1028.99,31701.0,0,1812.43,1570.56,42073.0,0,182,8205
439,60,44613,1994.94,33467.0,0,3208.33,3208.33,40943.0,0,267,25010
440,21,44857,3218.85,33467.0,0,3208.33,3208.33,40943.0,0,267,25010
441,16,44857,2128.84,33467.0,0,3208.33,3208.33,40943.0,0,267,25010
442,56,44613,851.97,24396.0,0,7212.67,3968.88,41924.0,0,132,17550
443,58,44613,6908.73,24396.0,0,7212.67,3968.88,41924.0,0,132,17550
444,58,44613,34.23,28234.0,0,4331.21,2719.28,38725.0,0,132,3837
445,21,44857,9779.94,28783.0,0,8000.0,8000.0,37030.0,0,267,4389
446,14,44857,30837.39,28783.0,0,8000.0,8000.0,37030.0,0,267,4389
447,17,44857,3476.12,28783.0,0,8000.0,8000.0,37030.0,0,267,4389
448,60,44613,976.73,28237.0,0,0.0,0.0,41183.0,0,163,4337
449,21,44857,1534.35,18418.0,0,998.0,998.0,36050.0,0,315,21605
450,21,44857,789.41,28071.0,0,0.0,0.0,37187.0,0,364,3552
451,58,44613,477.77,28071.0,0,0.0,0.0,37187.0,0,364,3552
452,16,44857,3791.57,32472.0,0,0.0,0.0,41164.0,0,238,14429
453,8,44857,3197.13,35363.0,0,0.0,0.0,42262.0,0,47,8997
454,56,44613,1775.76,31895.0,0,2955.0,2955.0,40797.0,0,394,18649
455,58,44613,1689.07,29893.0,0,3087.91,3087.91,38677.0,0,132,5949
456,16,44857,2902.18,18591.0,0,6618.77,5328.26,35935.0,0,277,25180
457,16,44857,20940.51,18591.0,0,6618.77,5328.26,35935.0,0,277,25180
458,6,44857,599.4,18591.0,0,6618.77,5328.26,35935.0,0,277,25180
459,5,44857,1012.44,18591.0,0,6618.77,5328.26,35935.0,0,277,25180
460,8,44857,4881.29,27917.0,0,0.0,0.0,42232.0,0,163,4027
461,60,44613,1084.86,13882.0,0,0.0,0.0,35098.0,0,277,13359
462,17,44843,2485.27,32601.0,0,0.0,0.0,42224.0,0,267,22603
463,56,44613,3339.35,31864.0,0,5000.0,5000.0,42889.0,0,264,6443
464,17,44843,3994.41,31864.0,0,5000.0,5000.0,42889.0,0,264,6443
465,58,44613,1151.89,34121.0,0,0.0,0.0,41805.0,0,163,1674
466,21,44857,1717.59,34121.0,0,0.0,0.0,41805.0,0,163,1674
467,17,44857,994.94,34121.0,0,0.0,0.0,41805.0,0,163,1674
468,60,44613,1397.61,33463.0,0,1200.0,1200.0,41682.0,0,182,21166
469,6,44857,926.58,15453.0,0,1747.5,1477.63,38503.0,0,278,5637
470,56,44919,606.0,22614.0,0,1579.5,1579.5,42597.0,0,205,2993
471,9,44857,314.89,33467.0,0,1500.0,1500.0,40364.0,0,199,24749
472,9,44857,314.89,33467.0,0,1500.0,1500.0,40364.0,0,199,24749
473,17,44914,374.78,30787.0,0,0.0,0.0,40405.0,0,151,7385
474,56,44613,1755.72,34159.0,0,2400.0,2400.0,43311.0,0,163,10480
475,17,44843,1380.92,34159.0,0,2400.0,2400.0,43311.0,0,163,10480
476,17,44857,2367.06,31242.0,0,0.0,0.0,39119.0,0,422,7301
477,56,44613,925.42,30427.0,0,0.0,0.0,39020.0,0,313,12906
478,16,44857,6068.68,28684.0,0,0.0,0.0,36442.0,0,377,5022
479,16,44857,6419.17,31015.0,0,1667.0,1667.0,41566.0,0,163,7703
480,16,44857,2780.37,19113.0,0,2362.67,1903.98,40856.0,0,277,10735
481,20,44857,535.75,31106.0,0,1900.0,1900.0,39379.0,0,282,6187
482,56,44919,1159.41,29092.0,0,954.0,877.68,39883.0,0,236,7685
483,21,44857,8355.52,16217.0,0,724.0,561.18,39587.0,0,277,25175
484,58,44613,3562.4,18259.0,0,4933.76,3409.55,42459.0,0,278,3886
485,58,44613,3875.22,32645.0,0,1874.4,1631.54,40840.0,0,243,25047
486,56,44699,860.84,31805.0,0,0.0,0.0,38824.0,0,315,12254
487,6,44650,4939.99,32716.0,0,4282.0,3694.14,40142.0,0,126,12176
488,17,44650,1527.66,32716.0,0,4282.0,3694.14,40142.0,0,126,12176
489,58,44613,1001.69,19315.0,0,3000.0,2200.0,39606.0,0,131,17861
490,17,44843,167.1,15596.0,0,2600.58,2600.58,39790.0,0,277,6639
491,56,44613,2723.66,32590.0,0,1579.28,1579.28,41916.0,0,151,12679
492,10,44857,4850.56,23949.0,0,0.0,0.0,36261.0,0,53,5854
493,17,44914,259.94,35871.0,0,1200.0,1200.0,41875.0,0,218,9628
494,58,44613,657.67,35401.0,0,1069.25,1069.25,42070.0,0,318,10334
495,17,44857,1382.02,23862.0,0,5000.0,4501.0,38536.0,0,394,469
496,17,44843,1812.06,33365.0,0,0.0,0.0,40762.0,0,181,24170
497,56,44613,1355.85,33365.0,0,0.0,0.0,40762.0,0,181,24170
498,58,44613,345.79,35639.0,0,0.0,0.0,42345.0,0,318,9105
499,17,44914,160.02,31405.0,0,6415.46,6415.46,39426.0,0,132,5374
500,17,44857,3091.41,15511.0,0,1989.45,1803.28,38081.0,0,277,3937
501,21,44857,2331.24,31249.0,0,0.0,0.0,40540.0,0,364,6130
502,17,44843,1763.07,31249.0,0,0.0,0.0,40540.0,0,364,6130
503,58,44613,1756.72,31249.0,0,0.0,0.0,40540.0,0,364,6130
504,16,44853,15647.36,7348.0,0,3462.77,2470.03,36912.0,0,276,14420
505,6,44857,5785.55,17948.0,0,0.0,0.0,37152.0,0,131,22424
506,58,44699,38.6,27544.0,0,0.0,0.0,41443.0,0,332,5140
507,17,44857,753.71,33762.0,0,2153.28,1841.49,41580.0,0,126,24572
508,56,44613,575.74,32631.0,0,0.0,0.0,40301.0,0,136,12654
